#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321A36C31
#Date Time: 2024-12-14 01:28:08.904
#Sample rate: 5e+07Hz
#Samples: 16384

Time (s),clk,ser3,ser1,ser2,rclk,srclk
-3.52e-06,1,0,0,0,0,0
-3.5e-06,1,0,0,0,0,0
-3.48e-06,1,0,0,0,0,0
-3.46e-06,1,0,0,0,0,0
-3.44e-06,1,0,0,0,0,0
-3.42e-06,1,0,0,0,0,0
-3.4e-06,1,0,0,0,0,0
-3.38e-06,1,0,0,0,0,0
-3.36e-06,1,0,0,0,0,0
-3.34e-06,1,0,0,0,0,0
-3.32e-06,1,0,0,0,0,0
-3.3e-06,1,0,0,0,0,0
-3.28e-06,1,0,0,0,0,0
-3.26e-06,1,0,0,0,0,0
-3.24e-06,1,0,0,0,0,0
-3.22e-06,1,0,0,0,0,0
-3.2e-06,1,0,0,0,0,0
-3.18e-06,1,0,0,0,0,0
-3.16e-06,1,0,0,0,0,0
-3.14e-06,1,0,0,0,0,0
-3.12e-06,1,0,0,0,0,0
-3.1e-06,1,0,0,0,0,0
-3.08e-06,0,0,0,0,0,0
-3.06e-06,0,0,0,0,0,0
-3.04e-06,0,0,0,0,0,0
-3.02e-06,0,0,0,0,0,0
-3e-06,0,0,0,0,0,0
-2.98e-06,0,0,0,0,0,0
-2.96e-06,0,0,0,0,0,0
-2.94e-06,0,0,0,0,0,0
-2.92e-06,0,0,0,0,0,0
-2.9e-06,0,0,0,0,0,0
-2.88e-06,0,0,0,0,0,0
-2.86e-06,0,0,0,0,0,0
-2.84e-06,0,0,0,0,0,0
-2.82e-06,0,0,0,0,0,0
-2.8e-06,0,0,0,0,0,0
-2.78e-06,0,0,0,0,0,0
-2.76e-06,0,0,0,0,0,0
-2.74e-06,0,0,0,0,0,0
-2.72e-06,0,0,0,0,0,0
-2.7e-06,0,0,0,0,0,0
-2.68e-06,0,0,0,0,0,0
-2.66e-06,0,0,0,0,0,0
-2.64e-06,0,0,0,0,0,0
-2.62e-06,0,0,0,0,0,0
-2.6e-06,0,0,0,0,0,0
-2.58e-06,1,0,0,0,0,0
-2.56e-06,1,0,0,0,0,0
-2.54e-06,1,0,0,0,0,0
-2.52e-06,1,0,0,0,0,0
-2.5e-06,1,0,0,0,0,0
-2.48e-06,1,0,0,0,0,0
-2.46e-06,1,0,0,0,0,0
-2.44e-06,1,0,0,0,0,0
-2.42e-06,1,0,0,0,0,0
-2.4e-06,1,0,0,0,0,0
-2.38e-06,1,0,0,0,0,0
-2.36e-06,1,0,0,0,0,0
-2.34e-06,1,0,0,0,0,0
-2.32e-06,1,0,0,0,0,0
-2.3e-06,1,0,0,0,0,0
-2.28e-06,1,0,0,0,0,0
-2.26e-06,1,0,0,0,0,0
-2.24e-06,1,0,0,0,0,0
-2.22e-06,1,0,0,0,0,0
-2.2e-06,1,0,0,0,0,0
-2.18e-06,1,0,0,0,0,0
-2.16e-06,1,0,0,0,0,0
-2.14e-06,1,0,0,0,0,0
-2.12e-06,1,0,0,0,0,0
-2.1e-06,1,0,0,0,0,0
-2.08e-06,1,0,0,0,0,0
-2.06e-06,0,0,0,0,0,0
-2.04e-06,0,0,0,0,0,0
-2.02e-06,0,0,0,0,0,0
-2e-06,0,0,0,0,0,0
-1.98e-06,0,0,0,0,0,0
-1.96e-06,0,0,0,0,0,0
-1.94e-06,0,0,0,0,0,0
-1.92e-06,0,0,0,0,0,0
-1.9e-06,0,0,0,0,0,0
-1.88e-06,0,0,0,0,0,0
-1.86e-06,0,0,0,0,0,0
-1.84e-06,0,0,0,0,0,0
-1.82e-06,0,0,0,0,0,0
-1.8e-06,0,0,0,0,0,0
-1.78e-06,0,0,0,0,0,0
-1.76e-06,0,0,0,0,0,0
-1.74e-06,0,0,0,0,0,0
-1.72e-06,0,0,0,0,0,0
-1.7e-06,0,0,0,0,0,0
-1.68e-06,0,0,0,0,0,0
-1.66e-06,0,0,0,0,0,0
-1.64e-06,0,0,0,0,0,0
-1.62e-06,0,0,0,0,0,0
-1.6e-06,0,0,0,0,0,0
-1.58e-06,0,0,0,0,0,0
-1.56e-06,0,0,0,0,0,0
-1.54e-06,1,0,0,0,0,0
-1.52e-06,1,0,0,0,0,0
-1.5e-06,1,0,0,0,0,0
-1.48e-06,1,0,0,0,0,0
-1.46e-06,1,0,0,0,0,0
-1.44e-06,1,0,0,0,0,0
-1.42e-06,1,0,0,0,0,0
-1.4e-06,1,0,0,0,0,0
-1.38e-06,1,0,0,0,0,0
-1.36e-06,1,0,0,0,0,0
-1.34e-06,1,0,0,0,0,0
-1.32e-06,1,0,0,0,0,0
-1.3e-06,1,0,0,0,0,0
-1.28e-06,1,0,0,0,0,0
-1.26e-06,1,0,0,0,0,0
-1.24e-06,1,0,0,0,0,0
-1.22e-06,1,0,0,0,0,0
-1.2e-06,1,0,0,0,0,0
-1.18e-06,1,0,0,0,0,0
-1.16e-06,1,0,0,0,0,0
-1.14e-06,1,0,0,0,0,0
-1.12e-06,1,0,0,0,0,0
-1.1e-06,1,0,0,0,0,0
-1.08e-06,1,0,0,0,0,0
-1.06e-06,1,0,0,0,0,0
-1.04e-06,0,0,0,0,0,0
-1.02e-06,0,0,0,0,0,0
-1e-06,0,0,0,0,0,0
-9.799999999999999e-07,0,0,0,0,0,0
-9.599999999999999e-07,0,0,0,0,0,0
-9.4e-07,0,0,0,0,0,0
-9.2e-07,0,0,0,0,0,0
-9e-07,0,0,0,0,0,0
-8.8e-07,0,0,0,0,0,0
-8.6e-07,0,0,0,0,0,0
-8.4e-07,0,0,0,0,0,0
-8.2e-07,0,0,0,0,0,0
-8e-07,0,0,0,0,0,0
-7.8e-07,0,0,0,0,0,0
-7.6e-07,0,0,0,0,0,0
-7.4e-07,0,0,0,0,0,0
-7.2e-07,0,0,0,0,0,0
-7e-07,0,0,0,0,0,0
-6.799999999999999e-07,0,0,0,0,0,0
-6.6e-07,0,0,0,0,0,0
-6.4e-07,0,0,0,0,0,0
-6.2e-07,0,0,0,0,0,0
-6e-07,0,0,0,0,0,0
-5.8e-07,0,0,0,0,0,0
-5.6e-07,0,0,0,0,0,0
-5.4e-07,0,0,0,0,0,0
-5.2e-07,1,0,0,0,0,0
-5e-07,1,0,0,0,0,0
-4.8e-07,1,0,0,0,0,0
-4.6e-07,1,0,0,0,0,0
-4.4e-07,1,0,0,0,0,0
-4.2e-07,1,0,0,0,0,0
-4e-07,1,0,0,0,0,0
-3.8e-07,1,0,0,0,0,0
-3.6e-07,1,0,0,0,0,0
-3.4e-07,1,0,0,0,0,0
-3.2e-07,1,0,0,0,0,0
-3e-07,1,0,0,0,0,0
-2.8e-07,1,0,0,0,0,0
-2.6e-07,1,0,0,0,0,0
-2.4e-07,1,0,0,0,0,0
-2.2e-07,1,0,0,0,0,0
-2e-07,1,0,0,0,0,0
-1.8e-07,1,0,0,0,0,0
-1.6e-07,1,0,0,0,0,0
-1.4e-07,1,0,0,0,0,0
-1.2e-07,1,0,0,0,0,0
-1e-07,1,0,0,0,0,0
-8e-08,1,0,0,0,0,0
-5.999999999999999e-08,1,0,0,0,0,0
-4e-08,1,0,0,0,0,0
-2e-08,0,0,0,0,1,0
0,0,0,0,0,1,0
2e-08,0,0,0,0,1,0
4e-08,0,0,0,0,1,0
5.999999999999999e-08,0,0,0,0,0,1
8e-08,0,0,0,0,0,1
1e-07,0,0,0,0,0,1
1.2e-07,0,0,0,0,0,0
1.4e-07,0,0,0,0,0,0
1.6e-07,0,0,0,0,0,0
1.8e-07,0,0,0,0,0,1
2e-07,0,0,0,0,0,1
2.2e-07,0,0,0,0,0,1
2.4e-07,0,0,0,0,0,0
2.6e-07,0,0,0,0,0,0
2.8e-07,0,0,0,0,0,0
3e-07,0,0,0,0,0,1
3.2e-07,0,0,0,0,0,1
3.4e-07,0,0,0,0,0,1
3.6e-07,0,0,0,0,0,1
3.8e-07,0,0,0,0,0,0
4e-07,0,0,0,0,0,0
4.2e-07,0,0,0,0,0,0
4.4e-07,0,0,0,0,0,1
4.6e-07,0,0,0,0,0,1
4.8e-07,0,0,0,0,0,1
5e-07,1,1,0,0,0,0
5.2e-07,1,1,0,0,0,0
5.4e-07,1,1,0,0,0,0
5.6e-07,1,1,0,0,0,1
5.8e-07,1,1,0,0,0,1
6e-07,1,1,0,0,0,1
6.2e-07,1,1,0,0,0,0
6.4e-07,1,1,0,0,0,0
6.6e-07,1,1,0,0,0,0
6.799999999999999e-07,1,1,0,0,0,0
7e-07,1,1,0,0,0,1
7.2e-07,1,1,0,0,0,1
7.4e-07,1,1,0,0,0,1
7.6e-07,1,1,0,0,0,0
7.8e-07,1,1,0,0,0,0
8e-07,1,1,0,0,0,0
8.2e-07,1,1,0,0,0,1
8.4e-07,1,1,0,0,0,1
8.6e-07,1,1,0,0,0,1
8.8e-07,1,1,0,0,0,0
9e-07,1,1,0,0,0,0
9.2e-07,1,1,0,0,0,0
9.4e-07,1,1,0,0,0,1
9.599999999999999e-07,1,1,0,0,0,1
9.799999999999999e-07,1,1,0,0,0,1
1e-06,1,1,0,0,0,1
1.02e-06,0,1,0,0,1,0
1.04e-06,0,1,0,0,1,0
1.06e-06,0,1,0,0,1,0
1.08e-06,0,1,0,0,1,0
1.1e-06,0,1,0,0,1,0
1.12e-06,0,1,0,0,1,0
1.14e-06,0,1,0,0,1,0
1.16e-06,0,1,0,0,1,0
1.18e-06,0,1,0,0,1,0
1.2e-06,0,1,0,0,1,0
1.22e-06,0,1,0,0,1,0
1.24e-06,0,1,0,0,1,0
1.26e-06,0,1,0,0,1,0
1.28e-06,0,1,0,0,1,0
1.3e-06,0,1,0,0,1,0
1.32e-06,0,1,0,0,1,0
1.34e-06,0,1,0,0,1,0
1.36e-06,0,1,0,0,1,0
1.38e-06,0,1,0,0,1,0
1.4e-06,0,1,0,0,1,0
1.42e-06,0,1,0,0,1,0
1.44e-06,0,1,0,0,1,0
1.46e-06,0,1,0,0,1,0
1.48e-06,0,1,0,0,1,0
1.5e-06,0,1,0,0,1,0
1.52e-06,1,1,0,0,1,0
1.54e-06,1,1,0,0,1,0
1.56e-06,1,1,0,0,1,0
1.58e-06,1,1,0,0,1,0
1.6e-06,1,1,0,0,1,0
1.62e-06,1,1,0,0,1,0
1.64e-06,1,1,0,0,1,0
1.66e-06,1,1,0,0,1,0
1.68e-06,1,1,0,0,1,0
1.7e-06,1,1,0,0,1,0
1.72e-06,1,1,0,0,1,0
1.74e-06,1,1,0,0,1,0
1.76e-06,1,1,0,0,1,0
1.78e-06,1,1,0,0,1,0
1.8e-06,1,1,0,0,1,0
1.82e-06,1,1,0,0,1,0
1.84e-06,1,1,0,0,1,0
1.86e-06,1,1,0,0,1,0
1.88e-06,1,1,0,0,1,0
1.9e-06,1,1,0,0,1,0
1.92e-06,1,1,0,0,1,0
1.94e-06,1,1,0,0,1,0
1.96e-06,1,1,0,0,1,0
1.98e-06,1,1,0,0,1,0
2e-06,1,1,0,0,1,0
2.02e-06,1,1,0,0,1,0
2.04e-06,0,1,0,0,1,0
2.06e-06,0,1,0,0,1,0
2.08e-06,0,1,0,0,1,0
2.1e-06,0,1,0,0,1,0
2.12e-06,0,1,0,0,1,0
2.14e-06,0,1,0,0,1,0
2.16e-06,0,1,0,0,1,0
2.18e-06,0,1,0,0,1,0
2.2e-06,0,1,0,0,1,0
2.22e-06,0,1,0,0,1,0
2.24e-06,0,1,0,0,1,0
2.26e-06,0,1,0,0,1,0
2.28e-06,0,1,0,0,1,0
2.3e-06,0,1,0,0,1,0
2.32e-06,0,1,0,0,1,0
2.34e-06,0,1,0,0,1,0
2.36e-06,0,1,0,0,1,0
2.38e-06,0,1,0,0,1,0
2.4e-06,0,1,0,0,1,0
2.42e-06,0,1,0,0,1,0
2.44e-06,0,1,0,0,1,0
2.46e-06,0,1,0,0,1,0
2.48e-06,0,1,0,0,1,0
2.5e-06,0,1,0,0,1,0
2.52e-06,0,1,0,0,1,0
2.54e-06,1,1,0,0,1,0
2.56e-06,1,1,0,0,1,0
2.58e-06,1,1,0,0,1,0
2.6e-06,1,1,0,0,1,0
2.62e-06,1,1,0,0,1,0
2.64e-06,1,1,0,0,1,0
2.66e-06,1,1,0,0,1,0
2.68e-06,1,1,0,0,1,0
2.7e-06,1,1,0,0,1,0
2.72e-06,1,1,0,0,1,0
2.74e-06,1,1,0,0,1,0
2.76e-06,1,1,0,0,1,0
2.78e-06,1,1,0,0,1,0
2.8e-06,1,1,0,0,1,0
2.82e-06,1,1,0,0,1,0
2.84e-06,1,1,0,0,1,0
2.86e-06,1,1,0,0,1,0
2.88e-06,1,1,0,0,1,0
2.9e-06,1,1,0,0,1,0
2.92e-06,1,1,0,0,1,0
2.94e-06,1,1,0,0,1,0
2.96e-06,1,1,0,0,1,0
2.98e-06,1,1,0,0,1,0
3e-06,1,1,0,0,1,0
3.02e-06,1,1,0,0,1,0
3.04e-06,1,1,0,0,1,0
3.06e-06,0,1,0,0,1,0
3.08e-06,0,1,0,0,1,0
3.1e-06,0,1,0,0,1,0
3.12e-06,0,1,0,0,1,0
3.14e-06,0,1,0,0,1,0
3.16e-06,0,1,0,0,1,0
3.18e-06,0,1,0,0,1,0
3.2e-06,0,1,0,0,1,0
3.22e-06,0,1,0,0,1,0
3.24e-06,0,1,0,0,1,0
3.26e-06,0,1,0,0,1,0
3.28e-06,0,1,0,0,1,0
3.3e-06,0,1,0,0,1,0
3.32e-06,0,1,0,0,1,0
3.34e-06,0,1,0,0,1,0
3.36e-06,0,1,0,0,1,0
3.38e-06,0,1,0,0,1,0
3.4e-06,0,1,0,0,1,0
3.42e-06,0,1,0,0,1,0
3.44e-06,0,1,0,0,1,0
3.46e-06,0,1,0,0,1,0
3.48e-06,0,1,0,0,1,0
3.5e-06,0,1,0,0,1,0
3.52e-06,0,1,0,0,1,0
3.54e-06,0,1,0,0,1,0
3.56e-06,0,1,0,0,1,0
3.58e-06,1,1,0,0,1,0
3.6e-06,1,1,0,0,1,0
3.62e-06,1,1,0,0,1,0
3.64e-06,1,1,0,0,1,0
3.66e-06,1,1,0,0,1,0
3.68e-06,1,1,0,0,1,0
3.7e-06,1,1,0,0,1,0
3.72e-06,1,1,0,0,1,0
3.74e-06,1,1,0,0,1,0
3.76e-06,1,1,0,0,1,0
3.78e-06,1,1,0,0,1,0
3.8e-06,1,1,0,0,1,0
3.82e-06,1,1,0,0,1,0
3.84e-06,1,1,0,0,1,0
3.86e-06,1,1,0,0,1,0
3.88e-06,1,1,0,0,1,0
3.9e-06,1,1,0,0,1,0
3.92e-06,1,1,0,0,1,0
3.94e-06,1,1,0,0,1,0
3.96e-06,1,1,0,0,1,0
3.98e-06,1,1,0,0,1,0
4e-06,1,1,0,0,1,0
4.02e-06,1,1,0,0,1,0
4.04e-06,1,1,0,0,1,0
4.06e-06,1,1,0,0,1,0
4.08e-06,0,1,0,0,1,0
4.1e-06,0,1,0,0,1,0
4.12e-06,0,1,0,0,1,0
4.14e-06,0,1,0,0,1,0
4.16e-06,0,1,0,0,1,0
4.18e-06,0,1,0,0,1,0
4.2e-06,0,1,0,0,1,0
4.22e-06,0,1,0,0,1,0
4.24e-06,0,1,0,0,1,0
4.26e-06,0,1,0,0,1,0
4.28e-06,0,1,0,0,1,0
4.3e-06,0,1,0,0,1,0
4.32e-06,0,1,0,0,1,0
4.34e-06,0,1,0,0,1,0
4.36e-06,0,1,0,0,1,0
4.38e-06,0,1,0,0,1,0
4.4e-06,0,1,0,0,1,0
4.42e-06,0,1,0,0,1,0
4.44e-06,0,1,0,0,1,0
4.46e-06,0,1,0,0,1,0
4.48e-06,0,1,0,0,1,0
4.5e-06,0,1,0,0,1,0
4.52e-06,0,1,0,0,1,0
4.54e-06,0,1,0,0,1,0
4.56e-06,0,1,0,0,1,0
4.58e-06,0,1,0,0,1,0
4.6e-06,1,1,0,0,1,0
4.62e-06,1,1,0,0,1,0
4.64e-06,1,1,0,0,1,0
4.66e-06,1,1,0,0,1,0
4.68e-06,1,1,0,0,1,0
4.7e-06,1,1,0,0,1,0
4.72e-06,1,1,0,0,1,0
4.74e-06,1,1,0,0,1,0
4.76e-06,1,1,0,0,1,0
4.78e-06,1,1,0,0,1,0
4.8e-06,1,1,0,0,1,0
4.82e-06,1,1,0,0,1,0
4.84e-06,1,1,0,0,1,0
4.86e-06,1,1,0,0,1,0
4.88e-06,1,1,0,0,1,0
4.9e-06,1,1,0,0,1,0
4.92e-06,1,1,0,0,1,0
4.94e-06,1,1,0,0,1,0
4.96e-06,1,1,0,0,1,0
4.98e-06,1,1,0,0,1,0
5e-06,1,1,0,0,1,0
5.02e-06,1,1,0,0,1,0
5.04e-06,1,1,0,0,1,0
5.06e-06,1,1,0,0,1,0
5.08e-06,1,1,0,0,1,0
5.1e-06,0,1,0,0,1,0
5.12e-06,0,1,0,0,1,0
5.14e-06,0,1,0,0,1,0
5.16e-06,0,1,0,0,1,0
5.18e-06,0,1,0,0,1,0
5.2e-06,0,1,0,0,1,0
5.22e-06,0,1,0,0,1,0
5.24e-06,0,1,0,0,1,0
5.26e-06,0,1,0,0,1,0
5.28e-06,0,1,0,0,1,0
5.3e-06,0,1,0,0,1,0
5.32e-06,0,1,0,0,1,0
5.34e-06,0,1,0,0,1,0
5.36e-06,0,1,0,0,1,0
5.38e-06,0,1,0,0,1,0
5.4e-06,0,1,0,0,1,0
5.42e-06,0,1,0,0,1,0
5.44e-06,0,1,0,0,1,0
5.46e-06,0,1,0,0,1,0
5.48e-06,0,1,0,0,1,0
5.5e-06,0,1,0,0,1,0
5.52e-06,0,1,0,0,1,0
5.54e-06,0,1,0,0,1,0
5.56e-06,0,1,0,0,1,0
5.58e-06,0,1,0,0,1,0
5.6e-06,0,1,0,0,1,0
5.62e-06,1,1,0,0,1,0
5.64e-06,1,1,0,0,1,0
5.66e-06,1,1,0,0,1,0
5.68e-06,1,1,0,0,1,0
5.7e-06,1,1,0,0,1,0
5.72e-06,1,1,0,0,1,0
5.74e-06,1,1,0,0,1,0
5.76e-06,1,1,0,0,1,0
5.78e-06,1,1,0,0,1,0
5.8e-06,1,1,0,0,1,0
5.82e-06,1,1,0,0,1,0
5.84e-06,1,1,0,0,1,0
5.86e-06,1,1,0,0,1,0
5.88e-06,1,1,0,0,1,0
5.9e-06,1,1,0,0,1,0
5.92e-06,1,1,0,0,1,0
5.94e-06,1,1,0,0,1,0
5.96e-06,1,1,0,0,1,0
5.98e-06,1,1,0,0,1,0
6e-06,1,1,0,0,1,0
6.02e-06,1,1,0,0,1,0
6.04e-06,1,1,0,0,1,0
6.06e-06,1,1,0,0,1,0
6.08e-06,1,1,0,0,1,0
6.1e-06,1,1,0,0,1,0
6.12e-06,1,1,0,0,1,0
6.14e-06,0,1,0,0,1,0
6.16e-06,0,1,0,0,1,0
6.18e-06,0,1,0,0,1,0
6.2e-06,0,1,0,0,1,0
6.22e-06,0,1,0,0,1,0
6.24e-06,0,1,0,0,1,0
6.26e-06,0,1,0,0,1,0
6.28e-06,0,1,0,0,1,0
6.3e-06,0,1,0,0,1,0
6.32e-06,0,1,0,0,1,0
6.34e-06,0,1,0,0,1,0
6.36e-06,0,1,0,0,1,0
6.38e-06,0,1,0,0,1,0
6.4e-06,0,1,0,0,1,0
6.42e-06,0,1,0,0,1,0
6.44e-06,0,1,0,0,1,0
6.46e-06,0,1,0,0,1,0
6.48e-06,0,1,0,0,1,0
6.5e-06,0,1,0,0,1,0
6.52e-06,0,1,0,0,1,0
6.54e-06,0,1,0,0,1,0
6.56e-06,0,1,0,0,1,0
6.58e-06,0,1,0,0,1,0
6.6e-06,0,1,0,0,1,0
6.62e-06,0,1,0,0,1,0
6.64e-06,1,1,0,0,1,0
6.66e-06,1,1,0,0,1,0
6.68e-06,1,1,0,0,1,0
6.7e-06,1,1,0,0,1,0
6.72e-06,1,1,0,0,1,0
6.74e-06,1,1,0,0,1,0
6.76e-06,1,1,0,0,1,0
6.78e-06,1,1,0,0,1,0
6.8e-06,1,1,0,0,1,0
6.82e-06,1,1,0,0,1,0
6.84e-06,1,1,0,0,1,0
6.86e-06,1,1,0,0,1,0
6.88e-06,1,1,0,0,1,0
6.9e-06,1,1,0,0,1,0
6.92e-06,1,1,0,0,1,0
6.94e-06,1,1,0,0,1,0
6.96e-06,1,1,0,0,1,0
6.98e-06,1,1,0,0,1,0
7e-06,1,1,0,0,1,0
7.02e-06,1,1,0,0,1,0
7.04e-06,1,1,0,0,1,0
7.06e-06,1,1,0,0,1,0
7.08e-06,1,1,0,0,1,0
7.1e-06,1,1,0,0,1,0
7.12e-06,1,1,0,0,1,0
7.14e-06,1,1,0,0,1,0
7.16e-06,0,1,0,0,1,0
7.18e-06,0,1,0,0,1,0
7.2e-06,0,1,0,0,1,0
7.22e-06,0,1,0,0,1,0
7.24e-06,0,1,0,0,1,0
7.26e-06,0,1,0,0,1,0
7.28e-06,0,1,0,0,1,0
7.3e-06,0,1,0,0,1,0
7.32e-06,0,1,0,0,1,0
7.34e-06,0,1,0,0,1,0
7.36e-06,0,1,0,0,1,0
7.38e-06,0,1,0,0,1,0
7.4e-06,0,1,0,0,1,0
7.42e-06,0,1,0,0,1,0
7.44e-06,0,1,0,0,1,0
7.46e-06,0,1,0,0,1,0
7.48e-06,0,1,0,0,1,0
7.5e-06,0,1,0,0,1,0
7.52e-06,0,1,0,0,1,0
7.54e-06,0,1,0,0,1,0
7.56e-06,0,1,0,0,1,0
7.58e-06,0,1,0,0,1,0
7.6e-06,0,1,0,0,1,0
7.62e-06,0,1,0,0,1,0
7.64e-06,0,1,0,0,1,0
7.66e-06,1,1,0,0,1,0
7.679999999999999e-06,1,1,0,0,1,0
7.700000000000001e-06,1,1,0,0,1,0
7.720000000000001e-06,1,1,0,0,1,0
7.74e-06,1,1,0,0,1,0
7.76e-06,1,1,0,0,1,0
7.78e-06,1,1,0,0,1,0
7.8e-06,1,1,0,0,1,0
7.82e-06,1,1,0,0,1,0
7.839999999999999e-06,1,1,0,0,1,0
7.859999999999999e-06,1,1,0,0,1,0
7.880000000000001e-06,1,1,0,0,1,0
7.900000000000001e-06,1,1,0,0,1,0
7.92e-06,1,1,0,0,1,0
7.94e-06,1,1,0,0,1,0
7.96e-06,1,1,0,0,1,0
7.98e-06,1,1,0,0,1,0
8e-06,1,1,0,0,1,0
8.019999999999999e-06,1,1,0,0,1,0
8.039999999999999e-06,1,1,0,0,1,0
8.060000000000001e-06,1,1,0,0,1,0
8.080000000000001e-06,1,1,0,0,1,0
8.1e-06,1,1,0,0,1,0
8.12e-06,1,1,0,0,1,0
8.14e-06,1,1,0,0,1,0
8.16e-06,1,1,0,0,1,0
8.18e-06,0,1,0,0,1,0
8.199999999999999e-06,0,1,0,0,1,0
8.219999999999999e-06,0,1,0,0,1,0
8.240000000000001e-06,0,1,0,0,1,0
8.260000000000001e-06,0,1,0,0,1,0
8.28e-06,0,1,0,0,1,0
8.3e-06,0,1,0,0,1,0
8.32e-06,0,1,0,0,1,0
8.34e-06,0,1,0,0,1,0
8.36e-06,0,1,0,0,1,0
8.379999999999999e-06,0,1,0,0,1,0
8.399999999999999e-06,0,1,0,0,1,0
8.420000000000001e-06,0,1,0,0,1,0
8.440000000000001e-06,0,1,0,0,1,0
8.46e-06,0,1,0,0,1,0
8.48e-06,0,1,0,0,1,0
8.5e-06,0,1,0,0,1,0
8.52e-06,0,1,0,0,1,0
8.54e-06,0,1,0,0,1,0
8.559999999999999e-06,0,1,0,0,1,0
8.579999999999999e-06,0,1,0,0,1,0
8.600000000000001e-06,0,1,0,0,1,0
8.62e-06,0,1,0,0,1,0
8.64e-06,0,1,0,0,1,0
8.66e-06,0,1,0,0,1,0
8.68e-06,0,1,0,0,1,0
8.7e-06,1,1,0,0,1,0
8.72e-06,1,1,0,0,1,0
8.739999999999999e-06,1,1,0,0,1,0
8.760000000000001e-06,1,1,0,0,1,0
8.780000000000001e-06,1,1,0,0,1,0
8.8e-06,1,1,0,0,1,0
8.82e-06,1,1,0,0,1,0
8.84e-06,1,1,0,0,1,0
8.86e-06,1,1,0,0,1,0
8.88e-06,1,1,0,0,1,0
8.899999999999999e-06,1,1,0,0,1,0
8.919999999999999e-06,1,1,0,0,1,0
8.940000000000001e-06,1,1,0,0,1,0
8.960000000000001e-06,1,1,0,0,1,0
8.98e-06,1,1,0,0,1,0
9e-06,1,1,0,0,1,0
9.02e-06,1,1,0,0,1,0
9.04e-06,1,1,0,0,1,0
9.06e-06,1,1,0,0,1,0
9.079999999999999e-06,1,1,0,0,1,0
9.099999999999999e-06,1,1,0,0,1,0
9.120000000000001e-06,1,1,0,0,1,0
9.140000000000001e-06,1,1,0,0,1,0
9.16e-06,1,1,0,0,1,0
9.18e-06,1,1,0,0,1,0
9.2e-06,0,1,0,0,1,0
9.22e-06,0,1,0,0,1,0
9.24e-06,0,1,0,0,1,0
9.259999999999999e-06,0,1,0,0,1,0
9.279999999999999e-06,0,1,0,0,1,0
9.300000000000001e-06,0,1,0,0,1,0
9.320000000000001e-06,0,1,0,0,1,0
9.34e-06,0,1,0,0,1,0
9.36e-06,0,1,0,0,1,0
9.38e-06,0,1,0,0,1,0
9.4e-06,0,1,0,0,1,0
9.42e-06,0,1,0,0,1,0
9.439999999999999e-06,0,1,0,0,1,0
9.459999999999999e-06,0,1,0,0,1,0
9.480000000000001e-06,0,1,0,0,1,0
9.500000000000001e-06,0,1,0,0,1,0
9.52e-06,0,1,0,0,1,0
9.54e-06,0,1,0,0,1,0
9.56e-06,0,1,0,0,1,0
9.58e-06,0,1,0,0,1,0
9.6e-06,0,1,0,0,1,0
9.619999999999999e-06,0,1,0,0,1,0
9.639999999999999e-06,0,1,0,0,1,0
9.660000000000001e-06,0,1,0,0,1,0
9.68e-06,0,1,0,0,1,0
9.7e-06,0,1,0,0,1,0
9.72e-06,1,1,0,0,1,0
9.74e-06,1,1,0,0,1,0
9.76e-06,1,1,0,0,1,0
9.78e-06,1,1,0,0,1,0
9.799999999999999e-06,1,1,0,0,1,0
9.819999999999999e-06,1,1,0,0,1,0
9.840000000000001e-06,1,1,0,0,1,0
9.86e-06,1,1,0,0,1,0
9.88e-06,1,1,0,0,1,0
9.9e-06,1,1,0,0,1,0
9.92e-06,1,1,0,0,1,0
9.94e-06,1,1,0,0,1,0
9.96e-06,1,1,0,0,1,0
9.979999999999999e-06,1,1,0,0,1,0
1e-05,1,1,0,0,1,0
1.002e-05,1,1,0,0,1,0
1.004e-05,1,1,0,0,1,0
1.006e-05,1,1,0,0,1,0
1.008e-05,1,1,0,0,1,0
1.01e-05,1,1,0,0,1,0
1.012e-05,1,1,0,0,1,0
1.014e-05,1,1,0,0,1,0
1.016e-05,1,1,0,0,1,0
1.018e-05,1,1,0,0,1,0
1.02e-05,1,1,0,0,1,0
1.022e-05,0,1,0,0,1,0
1.024e-05,0,1,0,0,1,0
1.026e-05,0,1,0,0,1,0
1.028e-05,0,1,0,0,1,0
1.03e-05,0,1,0,0,1,0
1.032e-05,0,1,0,0,1,0
1.034e-05,0,1,0,0,1,0
1.036e-05,0,1,0,0,1,0
1.038e-05,0,1,0,0,1,0
1.04e-05,0,1,0,0,1,0
1.042e-05,0,1,0,0,1,0
1.044e-05,0,1,0,0,1,0
1.046e-05,0,1,0,0,1,0
1.048e-05,0,1,0,0,1,0
1.05e-05,0,1,0,0,1,0
1.052e-05,0,1,0,0,1,0
1.054e-05,0,1,0,0,1,0
1.056e-05,0,1,0,0,1,0
1.058e-05,0,1,0,0,1,0
1.06e-05,0,1,0,0,1,0
1.062e-05,0,1,0,0,1,0
1.064e-05,0,1,0,0,1,0
1.066e-05,0,1,0,0,1,0
1.068e-05,0,1,0,0,1,0
1.07e-05,0,1,0,0,1,0
1.072e-05,0,1,0,0,1,0
